id,uname,cname,ucas,duration,qualification,entry,created_at,updated_at,universities_id,ucasletters_id,url
479,University of Dundee,Biochemistry,C700,4 Years,BSc (Hons),AAB Typical offerAABB Typical offer,2016-08-03 20:26:02.951887,2016-08-03 20:26:02.951887,,,
480,University of Dundee,Biological Chemistry and Drug Discovery,F151,4 Years,BSc (Hons),AAB Typical offerAABB Typical offer,2016-08-03 20:26:02.965635,2016-08-03 20:26:02.965635,,,
481,University of Dundee,Biological Chemistry and Drug Discovery (with a year in industry),F154,5 Years,BSc (Hons),AAB Typical offerAABB Typical offer,2016-08-03 20:26:02.979392,2016-08-03 20:26:02.979392,,,
482,University of Dundee,Biological Sciences,C100,4 Years,BSc (Hons),AAB Typical offerAABB Typical offer,2016-08-03 20:26:02.993003,2016-08-03 20:26:02.993003,,,
483,University of Dundee,Biological Sciences (with a year in industry),C101,5 Years,BSc (Hons),AAB Typical offerAABB Typical offer,2016-08-03 20:26:03.004076,2016-08-03 20:26:03.004076,,,http://www.dundee.ac.uk/study/ug/biologicalsciences/#!info-why-dundee
484,University of Dundee,Biomedical Sciences,B900,4 Years,BSc (Hons),AAB Typical offerAABB Typical offer,2016-08-03 20:26:03.016655,2016-08-03 20:26:03.016655,,,
485,University of Dundee,Biomedical Sciences (with a Year in Industry),B901,4 - 5 Years,BSc (Hons),,2016-08-03 20:26:03.030822,2016-08-03 20:26:03.030822,,,http://www.dundee.ac.uk/undergraduate/courses/biological_sciences.htm
486,University of Dundee,Business Management,N200,4 Years,BSc (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:03.044603,2016-08-03 20:26:03.044603,,,
487,University of Dundee,Cardiovascular and Diabetes Medicine (Intercalated),A900,1 Years,BMSc,,2016-08-03 20:26:03.061262,2016-08-03 20:26:03.061262,,,http://www.dundee.ac.uk/study/ug/cardiovascular-diabetes-medicine-intercalated/
488,University of Dundee,Child Nursing,B730,3 Years,BSc,CC Typical offerCCC Typical offer,2016-08-03 20:26:03.074526,2016-08-03 20:26:03.074526,,,
489,University of Dundee,Civil Engineering,H200,4 Years,BEng (Hons),BCC - BBB Typical offerBBBB - AABB Typical offer,2016-08-03 20:26:03.087023,2016-08-03 20:26:03.087023,,,
490,University of Dundee,Clinical Research (Intercalated),A301,1 Years,BMSc,,2016-08-03 20:26:03.100011,2016-08-03 20:26:03.100011,,,http://www.dundee.ac.uk/study/ug/clinical-research-intercalated/
491,University of Dundee,Community Learning and Development,X390,4 Years,BA (Hons),AB - CCC Typical offerBBBC - ABB Typical offer,2016-08-03 20:26:03.112695,2016-08-03 20:26:03.112695,,,
492,University of Dundee,Computing Science,G400,4 Years,BSc (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:03.127683,2016-08-03 20:26:03.127683,,,
493,University of Dundee,Dentistry,A200,5 Years,BDS,AAB Typical offerAAAAB Typical offer,2016-08-03 20:26:03.142819,2016-08-03 20:26:03.142819,,,
494,University of Dundee,Dentistry (Pre-dental year),A204,6 Years,BDS,AAA Typical offerAAAAB Typical offer,2016-08-03 20:26:03.158651,2016-08-03 20:26:03.158651,,,
495,University of Dundee,Economics,L100,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:03.170985,2016-08-03 20:26:03.170985,,,
496,University of Dundee,Economics,L101,4 Years,BSc (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:03.185231,2016-08-03 20:26:03.185231,,,
497,University of Dundee,Education,X120,4 Years,MA (Hons),BBC Typical offerABBB Typical offer,2016-08-03 20:26:03.197148,2016-08-03 20:26:03.197148,,,
498,University of Dundee,Electronic Engineering,H600,4 Years,BEng (Hons),BCC - BBB Typical offerBBBB - AABB Typical offer,2016-08-03 20:26:03.209005,2016-08-03 20:26:03.209005,,,
499,University of Dundee,English,Q300,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:03.225247,2016-08-03 20:26:03.225247,,,
500,University of Dundee,Environmental Science,F7M0,4 Years,BSc (Hons),,2016-08-03 20:26:03.243350,2016-08-03 20:26:03.243350,,,http://www.dundee.ac.uk/undergraduate/courses/co/environmental_science_co.htm
501,University of Dundee,Environmental Science,F750,4 Years,BSc (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:03.255288,2016-08-03 20:26:03.255288,,,
502,University of Dundee,Environmental Sustainability,F751,4 Years,MA (Hons),BCC Typical offerABBB Typical offer,2016-08-03 20:26:03.268433,2016-08-03 20:26:03.268433,,,
503,University of Dundee,European Philosophy,V501,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:03.281060,2016-08-03 20:26:03.281060,,,
504,University of Dundee,European Politics,L245,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:03.294296,2016-08-03 20:26:03.294296,,,
505,University of Dundee,European Studies,R800,4 Years,MA (Hons),,2016-08-03 20:26:03.306831,2016-08-03 20:26:03.306831,,,http://www.dundee.ac.uk/study/ug/european-studies/
506,University of Dundee,Finance,N300,4 Years,BFin (Hons),BBB Typical offerABBB Typical offer,2016-08-03 20:26:03.320418,2016-08-03 20:26:03.320418,,,
507,University of Dundee,Financial Economics,L111,4 Years,BSc (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:03.332922,2016-08-03 20:26:03.332922,,,
508,University of Dundee,Financial Economics,L114,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:03.347312,2016-08-03 20:26:03.347312,,,
509,University of Dundee,"Fine Art (Digital Media, Drawing and Painting, Printmaking, Sculpture)",W100,3 Years,BA (Hons),ABB Typical offer,2016-08-03 20:26:03.361259,2016-08-03 20:26:03.361259,,,
510,University of Dundee,Forensic and Legal Medicine (Intercalated),F410,1 Years,BMSc,,2016-08-03 20:26:03.392932,2016-08-03 20:26:03.392932,,,http://www.dundee.ac.uk/study/ug/forensic-medicine-intercalated/
511,University of Dundee,Foundation Year in Life Sciences,C103,1 Years,CertHE,,2016-08-03 20:26:03.408026,2016-08-03 20:26:03.408026,,,
512,University of Dundee,Geography,F800,4 Years,BSc (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:03.426701,2016-08-03 20:26:03.426701,,,
513,University of Dundee,Geography,L700,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:03.439764,2016-08-03 20:26:03.439764,,,
514,University of Dundee,Geopolitics,L246,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:03.454889,2016-08-03 20:26:03.454889,,,
515,University of Dundee,Graphic Design,W210,3 Years,BDes (Hons),ABB Typical offer,2016-08-03 20:26:03.466840,2016-08-03 20:26:03.466840,,,
516,University of Dundee,History,V140,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:03.483491,2016-08-03 20:26:03.483491,,,
517,University of Dundee,Human Genetics and Experimental Medicine (Intercalated),C4T6,1 Years,BMSc,,2016-08-03 20:26:03.496595,2016-08-03 20:26:03.496595,,,http://medicine.dundee.ac.uk/course/human-genetics-and-experimental-medicine
518,University of Dundee,"Human Reproduction, Assisted Conception and Embryonic Stem Cells (Intercalated)",C1H8,9 Months,BMSc,,2016-08-03 20:26:03.508619,2016-08-03 20:26:03.508619,,,http://www.dundee.ac.uk/study/ug/human-reproduction-assisted-conception-embryonic/
519,University of Dundee,Illustration,W220,3 Years,BDes (Hons),ABB Typical offer,2016-08-03 20:26:03.524322,2016-08-03 20:26:03.524322,,,
520,University of Dundee,Interior Environmental Design,W250,3 Years,BDes (Hons),ABB Typical offer,2016-08-03 20:26:03.538739,2016-08-03 20:26:03.538739,,,
521,University of Dundee,International Business,N120,4 Years,BSc (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:03.551187,2016-08-03 20:26:03.551187,,,
522,University of Dundee,International Business,N122,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:03.564615,2016-08-03 20:26:03.564615,,,
523,University of Dundee,International Finance,N390,4 Years,BIFin (Hons),BBB Typical offerABBB Typical offer,2016-08-03 20:26:03.579180,2016-08-03 20:26:03.579180,,,
524,University of Dundee,International Health (Intercalated),L5Y6,1 Years,BMSc,,2016-08-03 20:26:03.591918,2016-08-03 20:26:03.591918,,,http://medicine.dundee.ac.uk/course/international-health
525,University of Dundee,Jewellery & Metal Design,W720,3 Years,BDes (Hons),ABB Typical offer,2016-08-03 20:26:03.603669,2016-08-03 20:26:03.603669,,,
526,University of Dundee,Law (Eng/NI),M111,3 Years,LLB (Hons),AAB Typical offer,2016-08-03 20:26:03.615538,2016-08-03 20:26:03.615538,,,
527,University of Dundee,Law (Eng/NI),M111,3 Years,LLB (Hons),AAB Typical offer,2016-08-03 20:26:03.627599,2016-08-03 20:26:03.627599,,,
528,University of Dundee,Law (Eng/NI),M111,3 Years,LLB (Hons),AAB Typical offer,2016-08-03 20:26:03.643841,2016-08-03 20:26:03.643841,,,
529,University of Dundee,Law (Eng/NI),M111,3 Years,LLB (Hons),AAB Typical offer,2016-08-03 20:26:03.660344,2016-08-03 20:26:03.660344,,,
530,University of Dundee,Law (Eng/NI),M111,3 Years,LLB (Hons),AAB Typical offer,2016-08-03 20:26:03.672932,2016-08-03 20:26:03.672932,,,
531,University of Dundee,Law (Scots),M114,4 Years,LLB (Hons),ABB Typical offerABBBB - AABB Typical offer,2016-08-03 20:26:03.688008,2016-08-03 20:26:03.688008,,,
532,University of Dundee,Law (Scots) - Accelerated,M104,2 Years,LLB,,2016-08-03 20:26:03.700725,2016-08-03 20:26:03.700725,,,
533,University of Dundee,Law (Scots),M114,4 Years,LLB (Hons),ABB Typical offerABBBB - AABB Typical offer,2016-08-03 20:26:03.715265,2016-08-03 20:26:03.715265,,,
534,University of Dundee,Law (Scots),M114,4 Years,LLB (Hons),ABB Typical offerABBBB - AABB Typical offer,2016-08-03 20:26:03.727302,2016-08-03 20:26:03.727302,,,
535,University of Dundee,Law (Scots),M114,4 Years,LLB (Hons),ABB Typical offerABBBB - AABB Typical offer,2016-08-03 20:26:03.740082,2016-08-03 20:26:03.740082,,,
536,University of Dundee,Law (Scots),M114,4 Years,LLB (Hons),ABB Typical offerABBBB - AABB Typical offer,2016-08-03 20:26:03.756588,2016-08-03 20:26:03.756588,,,
537,University of Dundee,Life Sciences,C102,4 Years,BSc (Hons),AAB Typical offerAABB Typical offer,2016-08-03 20:26:03.768983,2016-08-03 20:26:03.768983,,,http://www.dundee.ac.uk/undergraduate/courses/co/life_sciences_co.htm
538,University of Dundee,Mathematics,G101,4 Years,MMath,BCC - BBB Typical offerBBBB - AABB Typical offer,2016-08-03 20:26:03.783424,2016-08-03 20:26:03.783424,,,
539,University of Dundee,Mathematics,G101,5 Years,MMath,BCC - BBB Typical offerBBBB - AABB Typical offer,2016-08-03 20:26:03.795885,2016-08-03 20:26:03.795885,,,
540,University of Dundee,Mathematics,G100,4 Years,BSc (Hons),BCC - BBB Typical offerBBBB - AABB Typical offer,2016-08-03 20:26:03.809238,2016-08-03 20:26:03.809238,,,
541,University of Dundee,Mechanical Engineering,H300,4 Years,BEng (Hons),BCC - BBB Typical offerBBBB - AABB Typical offer,2016-08-03 20:26:03.821050,2016-08-03 20:26:03.821050,,,
542,University of Dundee,Mechanical Engineering with Renewables,H301,3 Years,BEng (Hons),BCC - BBB Typical offerBBBB - AABB Typical offer,2016-08-03 20:26:03.831685,2016-08-03 20:26:03.831685,,,
543,University of Dundee,Mechanical Engineering with Renewables,H301,4 Years,BEng (Hons),BCC - BBB Typical offerBBBB - AABB Typical offer,2016-08-03 20:26:03.852848,2016-08-03 20:26:03.852848,,,
544,University of Dundee,Medical Sciences,B902,3 Years,BSc (Hons),,2016-08-03 20:26:03.870823,2016-08-03 20:26:03.870823,,,http://www.dundee.ac.uk/study/ug/medicalsciences/
545,University of Dundee,Medicine,A100,5 Years,BMBCh,AAA Typical offerAAABB Typical offer,2016-08-03 20:26:03.884628,2016-08-03 20:26:03.884628,,,
546,University of Dundee,Medicine (Pre-medical year),A104,6 Years,MB ChB,AAA Typical offerAAAAB Typical offer,2016-08-03 20:26:03.896959,2016-08-03 20:26:03.896959,,,
547,University of Dundee,Mental Health Nursing,B760,3 Years,BSc,CC Typical offerCCC Typical offer,2016-08-03 20:26:03.910644,2016-08-03 20:26:03.910644,,,
548,University of Dundee,Microbiology,C500,4 Years,BSc (Hons),AAB Typical offerAABB Typical offer,2016-08-03 20:26:03.925098,2016-08-03 20:26:03.925098,,,
549,University of Dundee,Molecular Biology,C720,4 Years,BSc (Hons),AAB Typical offerAABB Typical offer,2016-08-03 20:26:03.939224,2016-08-03 20:26:03.939224,,,
550,University of Dundee,Molecular Genetics,C431,4 Years,BSc (Hons),AAB Typical offerAABB Typical offer,2016-08-03 20:26:03.951662,2016-08-03 20:26:03.951662,,,
551,University of Dundee,Neuropharmacology and Behaviour (Intercalated),B141,1 Years,BMSc,,2016-08-03 20:26:03.963720,2016-08-03 20:26:03.963720,,,http://medicine.dundee.ac.uk/course/neuropharmacology-and-behaviour
552,University of Dundee,Neuroscience,B140,4 Years,BSc (Hons),AAB Typical offerAABB Typical offer,2016-08-03 20:26:03.976191,2016-08-03 20:26:03.976191,,,
553,University of Dundee,Oral Health Sciences,B750,3 Years,BSc,BBB Typical offerABBB Typical offer,2016-08-03 20:26:03.988281,2016-08-03 20:26:03.988281,,,
554,University of Dundee,Pharmacology,B210,4 Years,BSc (Hons),AAB Typical offerAABB Typical offer,2016-08-03 20:26:04.000795,2016-08-03 20:26:04.000795,,,
555,University of Dundee,Philosophy,V500,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:04.020972,2016-08-03 20:26:04.020972,,,
556,University of Dundee,Physics,F303,5 Years,MSci (Hons),BCC - BBB Typical offerBBBB - AABB Typical offer,2016-08-03 20:26:04.036970,2016-08-03 20:26:04.036970,,,
557,University of Dundee,Physics,F300,4 Years,BSc (Hons),BCC - BBB Typical offerBBBB - AABB Typical offer,2016-08-03 20:26:04.048660,2016-08-03 20:26:04.048660,,,
558,University of Dundee,Physiological Sciences,B100,4 Years,BSc (Hons),AAB Typical offerAABB Typical offer,2016-08-03 20:26:04.061259,2016-08-03 20:26:04.061259,,,
559,University of Dundee,Politics,L200,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:04.075793,2016-08-03 20:26:04.075793,,,
560,University of Dundee,Primary Education,X100,9 Months,PGDE,,2016-08-03 20:26:04.090780,2016-08-03 20:26:04.090780,,,http://www.dundee.ac.uk/postgraduate/courses/primary_education_pgde.htm
561,University of Dundee,Product Design,W240,4 Years,BSc (Hons),BCC Typical offerBBBB Typical offer,2016-08-03 20:26:04.104783,2016-08-03 20:26:04.104783,,,
562,University of Dundee,Psychology,C801,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:04.117463,2016-08-03 20:26:04.117463,,,
563,University of Dundee,Psychology,C800,4 Years,BSc (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:04.132065,2016-08-03 20:26:04.132065,,,
564,University of Dundee,Scottish Historical Studies,V212,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:04.146836,2016-08-03 20:26:04.146836,,,
565,University of Dundee,Secondary Education (Chemistry),F1X1,9 Months,PGDE,,2016-08-03 20:26:04.159652,2016-08-03 20:26:04.159652,,,http://www.dundee.ac.uk/postgraduate/courses/secondary_education_pgde.htm
566,University of Dundee,Secondary Education (Dual Qualification),D7X1,9 Months,PGDE,,2016-08-03 20:26:04.174386,2016-08-03 20:26:04.174386,,,http://www.dundee.ac.uk/study/pg/secondary-education/
567,University of Dundee,Secondary Education (Home Economics),D6X1,9 Months,PGDE,,2016-08-03 20:26:04.187577,2016-08-03 20:26:04.187577,,,http://www.dundee.ac.uk/postgraduate/courses/secondary_education_pgde.htm
568,University of Dundee,Secondary Education (Mathematics),G1X1,9 Months,PGDE,,2016-08-03 20:26:04.200968,2016-08-03 20:26:04.200968,,,http://www.dundee.ac.uk/postgraduate/courses/secondary_education_pgde.htm
569,University of Dundee,Secondary Education (Physics),F3X1,9 Months,PGDE,,2016-08-03 20:26:04.213203,2016-08-03 20:26:04.213203,,,http://www.dundee.ac.uk/postgraduate/courses/secondary_education_pgde.htm
570,University of Dundee,Social Work,L500,4 Years,BA (Hons),AB - CCC Typical offerBBBC - ABB Typical offer,2016-08-03 20:26:04.232556,2016-08-03 20:26:04.232556,,,
571,University of Dundee,Social Work - Postgraduate Entry,L508,2 Years,MSc (PG),,2016-08-03 20:26:04.248780,2016-08-03 20:26:04.248780,,,
572,University of Dundee,Teaching in Medicine (Intercalated),X1W4,1 Years,BMSc,,2016-08-03 20:26:04.260890,2016-08-03 20:26:04.260890,,,http://www.dundee.ac.uk/study/ug/teaching-medicine-intercalated/
573,University of Dundee,Textile Design,W231,3 Years,BDes (Hons),ABB Typical offer,2016-08-03 20:26:04.276478,2016-08-03 20:26:04.276478,,,
574,University of Dundee,Town and Regional Planning,K410,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:04.290697,2016-08-03 20:26:04.290697,,,
575,University of Dundee,Accountancy and Mathematics,GN14,4 Years,BSc (Hons),BBB Typical offerABBB Typical offer,2016-08-03 20:26:04.303054,2016-08-03 20:26:04.303054,,,
576,University of Dundee,Architecture with Urban Planning,K104,5 Years,MArch (Hons),,2016-08-03 20:26:04.316400,2016-08-03 20:26:04.316400,,,
577,University of Dundee,Art & Philosophy,WV15,3 Years,BA (Hons),ABB Typical offer,2016-08-03 20:26:04.328254,2016-08-03 20:26:04.328254,,,
578,University of Dundee,Art and Design (General Foundation),WW12,4 Years,BDes (Hons),BCC Typical offerBBBB Typical offer,2016-08-03 20:26:04.340700,2016-08-03 20:26:04.340700,,,
579,University of Dundee,Art and Design (General Foundation),WW12,4 Years,BA (Hons),BCC Typical offerBBBB Typical offer,2016-08-03 20:26:04.352814,2016-08-03 20:26:04.352814,,,
580,University of Dundee,Arts and Social Sciences,VWL0,3 Years,MA (UG),BBB Typical offerAABB Typical offer,2016-08-03 20:26:04.366467,2016-08-03 20:26:04.366467,,,
581,University of Dundee,Business Economics with Marketing,LN15,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:04.378741,2016-08-03 20:26:04.378741,,,
582,University of Dundee,Business Economics with Marketing,L1N5,4 Years,BSc (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:04.391705,2016-08-03 20:26:04.391705,,,
583,University of Dundee,Business Economics with Marketing and European Studies,LNR0,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:04.404760,2016-08-03 20:26:04.404760,,,
584,University of Dundee,Business Economics with Marketing and Geography,LLN0,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:04.422774,2016-08-03 20:26:04.422774,,,
585,University of Dundee,Business Economics with Marketing and History,LNV0,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:04.435267,2016-08-03 20:26:04.435267,,,
586,University of Dundee,Business Economics with Marketing and Mathematics,LNG0,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:04.448139,2016-08-03 20:26:04.448139,,,
587,University of Dundee,Business Economics with Marketing and Politics,L0N0,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:04.463767,2016-08-03 20:26:04.463767,,,
588,University of Dundee,Business Economics with Marketing and Psychology,LNC0,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:04.476367,2016-08-03 20:26:04.476367,,,
589,University of Dundee,Business Economics with Marketing with French,LRN0,4 Years,MA (Hons),BBB Typical offerAABB Typical offer,2016-08-03 20:26:04.491278,2016-08-03 20:26:04.491278,,,
